,ID_tassonomia_1,ID_tassonomia_2,Frequenza,titoli_1_list,titoli_2_list
38,8,9,5,"['raccordo con le famiglie e loro aggregazione', 'distretto famiglia della val di non', 'promozione delle iniziative del distretto famiglia alto garda']","['raccordo con le famiglie e loro aggregazione', 'distretto famiglia della val di non', 'promozioni delle iniziative del distretto famiglia alto garda']"
81,16,51,5,"['incontro consultazione con la popolazione', 'iniziativa la giunta cittadino', 'strumenti di partecipazione', 'incontri periodici con le famiglie']","['incontro consultazione con la popolazione', 'strumenti di partecipazione', 'la giunta cittadino', 'incontri con le famiglie']"
2,1,5,5,"['area community care carta giovani', 'sensibilizzazione di nuovi enti', 'iniziative in accordo con privati']","['community care carta giovani', 'standard family sensibilizzazione di nuovi enti', 'iniziative in accordo con privati']"
502,97,54,4,"['interventi e servizi di carattere didattico educativo e formativo iniziative volte all inclusione sociale e occupazionale delle donne', 'interventi e servizi di carattere didattico educativo e formativo inclusione sociale e occupazionale delle donne', 'valorizzazione del ruolo della donna', 'interventi e servizi di carattere didattico educativo e formativo iniziative volte alla tutela delle donne e pari opportunit']","['valorizzazione del ruolo della donna in famiglia', 'interventi e servizi di carattere didattico educativo e formativo iniziative volte alla tutela delle donne', 'interventi e servizi di carattere didattico educativo e formativo tutela delle donne']"
272,54,96,4,"['corso operatrici antiviolenza', 'violenza di genere', 'iniziative volte alla prevenzione della violenza di genere']","['corso operatrici antiviolenza', 'violenza di genere', 'iniziative volte alla prevenzione della violenza di genere']"
600,127,64,4,"['welfare territoriale e servizi alle famiglie', 'f', 'conciliazione lavoro famiglia']","['conciliazione famiglia lavoro', 'welfare territoriale e servizi alle famiglie', 'f']"
121,23,113,4,"['servizio di anticipo e posticipo scolastico', 'attivit di doposcuola sostegno compiti servizio alunni al centro', 'agevolazioni per i servizi', 'servizio di anticipo e posticipo scolastico tariffe']","['servizi per i giovani', 'servizio di anticipo e posticipo scolastico', 'attivit di doposcuola e sostegno compiti']"
457,75,68,4,"['universit del tempo disponibile', 'universit della terza et e del tempo disponibile', 'vecchia rendena come eravamo edizione']","['universit del tempo disponibile', 'universita della terza eta e del tempo disponibile', 'universit della terza et e del tempo disponibile', 'vecchia rendena come eravamo edizione']"
41,9,3,4,"['adesione di pubblici esercizi al distretto famiglia della val di fiemme', 'sostenere il distretto family val rendena', 'patto educativo con il territorio']","['adesione di pubblici esercizi al distretto famiglia della val di fiemme', 'patto educativo con il territorio', 'distretto family in val rendena']"
62,11,18,4,"['piano giovani di zona space for youth', 'istituzione della consulta dei giovani di lavarone', 'piano giovani di zona space for yourh']","['piano giovani di zona space for youth', 'istituzione della consulta giovani di lavarone']"
500,92,196,4,"['interscambi giovanili', 'progetto senza confini', 'corso di lingua araba per bambini e ragazzi']","['interscambi giovanili', 'progetto senza confini', 'corsi di lingua araba per bambini']"
435,70,66,4,"['ticket area piramidi di segonzano', 'area piramidi di segonzano', 'progetto parco fluviale']","['area piramidi di segonzano', 'progetto parco fluviale']"
407,68,56,4,"['attivit dedicate alle famiglie e ai ragazzi fino a anni', 'progetto castello per la scuola infanzia', 'attivit dedicate alle famiglie e ai ragazzi', 'progetto fiaba scuola primaria']","['progetto orto per la scuola dell infanzia', 'attivita dedicate alle famiglie e ai ragazzi fino a anni', 'progetto natura per la scuola primaria']"
593,121,90,4,['centro multiservizi alla dar sort'],['centro multiservizi alla dar sort']
77,16,17,4,"['attivazione degli strumenti di consultazione delle famiglia', 'attivazione di strumenti di consultazione delle famiglie', 'commissione interdisciplinare', 'sondaggio bisogni socio assistenziali']","['convocazione commissione interdisciplinare', 'attivazione degli strumenti di consultazione delle famiglia', 'sondaggio bisogni socio assistenziali']"
437,70,103,4,"['club i borghi pi belli d italia', 'i borghi pi belli d italia', 'bandiera blu', 'borghi pi belli d italia']","['club i borghi pi belli d italia', 'bandiera blu']"
265,54,68,4,"['informazione e formazione per adulti percorsi per i genitori', 'educazione degli adulti', 'adesione ai servizi sovracomunali evento formativo e informativo sulla violenza alle donne']","['adesione ai servizi sovracomunali percorso formativo e informativo sul valore educativo della musica', 'educazione degli adulti', 'informazione e formazione per adulti nati per leggere']"
578,116,110,4,"['angolo morbido', 'biblioteca diffusa']","['angolo morbido', 'biblioteca diffusa']"
449,73,68,4,"['attivit sportive per bambini e ragazzi', 'evento formativo e informativo in relazione allo sport', 'promozione e organizzazione di eventi sportivi']","['promozione e organizzazione di eventi musicali', 'attivit culturali per bambini e ragazzi', 'evento formativo e informativo in relazione alla cultura']"
203,30,56,4,['un anno un albero tanti bimbi'],['un anno un albero tanti bimbi']
597,127,1,4,"['interventi a sostegno della conciliazione dei tempi orario uffici comunali', 'interventi a sostegno della conciliazione dei tempi famiglia lavoro']",['interventi a sostegno della conciliazione dei tempi famiglia lavoro']
205,30,65,4,['festa della natalit'],['festa della natalit']
446,73,64,4,"['straoratorio', 'gestione campo sportivo', 'associazionismo giovanile', 'campo sportivo']","['oratorio', 'associazionismo giovanile', 'campo sportivo']"
261,54,55,4,"['incontri sulla salute e benessere e prevenzione', 'la corretta alimentazione nel bambino', 'adesione ai sevizi sovracomunali seminari per i genitori', 'eventi formativi e informativi violenza sulle donne']","['incontri sulla salute e benessere e prevenzione', 'eventi formativi e informativi mese rosa', 'adesione ai servizi sovracomunali interventi di prevenzione', 'serata informativa sulla corretta alimentazione del bambino']"
404,68,30,4,['nati per leggere'],['nati per leggere']
209,30,116,4,"['progetto di sostegno alla natalita genitorialita', 'progetto genitorialita natalita', 'progetto di sostegno alla natalit geniotrialit', 'progetto di sostegno alla natalit genitorialit']",['progetto a sostegno della natalita genitorialita']
18,3,11,4,"['adesione ai servizi sovracomunali distretto famiglia', 'adesione al distretto famiglia valsugana e tesino', 'prima le persone']","['prima le persone', 'adesione al piano giovani di zona valsugana e tesino', 'adesione ai servizi sovracomunali piano giovani']"
263,54,63,4,"['formazione e informazione', 'attivit di formazione']","['formazione e informazione', 'attivita di formazione']"
335,62,51,4,"['incontri informativi', 'iniziativa la giunta incontra i cittadini']","['incontri informativi', 'iniziativa la giunta incontra i cittadini']"
411,68,64,4,"['promozione alla lettura ad alta voce', 'promozione della lettura ad alta voce', 'universit della terza et e del tempo disponibile']","['universit della terza et e del tempo disponibile', 'promozione alla lettura']"
285,55,196,4,"['progetto scuola sport', 'progetto scuola e salute', 'progetto voucher sportivo per le famiglie']","['progetto scuola sport', 'progetto scuola e salute', 'adesione voucher sportivo per le famiglie']"
612,131,110,4,"['valorizzazione dell area san giovanni', 'valorizzazione dell area di s giovanni', 'baby space']","['valorizzazione dell area di s giovanni', 'baby space']"
299,56,103,4,"['approvazione del regolamento canne fumarie', 'marchio bandiera blu', 'a educazione ambientale']","['a certificazione ambientale', 'approvazione del regolamento canne fumarie', 'marchio bandiera blu']"
298,56,90,4,['lotta allo spreco alimentare'],['lotta allo spreco alimentare']
240,51,46,4,"['family point', 'sportelli aperti al pubblico']","['family point', 'sportelli aperti al pubblico']"
60,11,3,4,"['piano giovani della valle di cembra', 'piano giovani e gruppo giovani']","['piano giovani e gruppo giovani', 'distretto famiglia della valle di cembra']"
628,196,9,4,"['accordo d ambito di programma con l istituto comprensivo folgaria luserna lavarone', 'accordo d ambito di programma con l istituto comprensivo', 'decennale del progetto time out', 'accordo dambito di programma con listituto comprensivo folgaria lavarone luserna']","['accordo d ambito di programma con l istituto comprensivo folgaria lavarone luserna', 'catalogo del decennale del progetto time out']"
480,90,23,4,"['tavolo della solidarieta', 'tavolo della solidariet', 'tavolo di solidariet']","['tavolo della solidarieta', 'tavolo della solidariet']"
383,65,90,4,"['soggiorno termale e o climatico per la terza et', 'progetto estate al fresco', 'progetto e state al fresco', 'iniziative per gli anziani']","['soggiorno termale e o climatico per la terza et', 'progetto e state al fresco', 'iniziative per gli anziani']"
642,196,65,4,"['letture al nido iniziative a cura della biblioteca', 'laboratori ed eventi per adulti e bambini angolo morbido', 'balli e karaoke per giovani', 'promozione e organizzazione eventi culturali']","['organizzazione e promozione di eventi ludici', 'laboratori ed eventi per adulti e bambini', 'balli e karaoke per bambini', 'laboratori natalizi iniziative a cura della biblioteca']"
385,65,110,4,"['servizi alle famiglie universit della terza et e circolo anziani', 'festa della mamma e del pap', 'dalla mangiatoia alla culla ottava edizione']","['festa della mamma e del pap', 'servizi alle famiglie universit della terza et e circola anziani', 'dalla mangiatoia alla culla']"
36,8,1,4,"['partecipazione attiva al sistema family', 'partecipaizone promozione eventi family', 'marchio family in trentino']","['acquisizione del marchio family in trentino', 'partecipazione attiva al sistema family', 'partecipazione promozione eventi family']"
5,1,16,4,"['rafforzare le competenze delle famiglie locali e l informazione su servizi ed opportunita esistenti', 'serata family']","['rafforzare le competenze delle famiglie locali e linformazione su servizi ed opportunit esistenti', 'serata family']"
229,46,62,4,"['progetto ccr consiglio comunale dei ragazzi', 'incontri informativi', 'comunicazione con la popolazione']","['progetto ccr consiglio comunale dei ragazzi', 'incontri informativi', 'comunicazione con la popolazione']"
473,89,51,4,"['percorsi incontri formativi aperti a tutta la popolazione di prevenzione e contrasto alle dipendenze', 'incontri formativi di prevenzione e contrasto alle dipendenze', 'percorsi incontri formativi aperti a tutta la popolazione dipendenze da alcol e droga', 'compartecipazione interventi di promozione sociale dipendenze patologiche']","['percorsi incontri formativi aperti a tutta la popolazione di prevenzione e contrasto alle dipendenze', 'incontri formativi aperti a tutta la popolazione di prevenzione e contrasto alle dipendenze', 'compartecipazione interventi di promozione sociale dipendenze patologiche']"
373,64,131,4,"['ristrutturazione delledificio scuola secondaria di primo grado pia rella di folgaria', 'sistemazione parchi gioco', 'spazi per l aggregazione giovanile']","['ristrutturazione dell edificio scuola secondaria di primo grado pia rella di folgaria', 'spazio per aggregazione giovanile parchi gioco', 'sistemazione parco giochi']"
467,82,73,4,"['sportivamente insieme', 'diritti persone con disabilit', 'diritti delle persone con disabilit', 'attivita ciclo point']","['sportivamente insieme', 'diritti delle persone con disabilita', 'attivita ciclo point']"
583,117,57,4,"['servizio di sorveglianza scolastica nonni vigili', 'riproposizione del servizio di sorveglianza scolastica nonni vigili']",['riproposizione del servizio di sorveglianza scolastica nonni vigile']
362,64,63,4,"['tavolo giovani', 'alleanza gruppo giovani istituzioni', 'alleanza e scambio gruppo giovani istituzioni']","['tavolo giovani', 'alleanza gruppo giovani istituzione']"
173,29,54,4,"['progetto fra famiglie supporto', 'collaborazione e sostegno economico istituto comprensivo di brentonico per attivit di formazione e sostegno alla genitorialit', 'c']","['collaborazione istituto comprensivo per le attivita di formazione e sostegno alla genitorialita', 'c', 'progetto fra famiglie']"
441,70,196,4,"['laboratori e attivit per famiglie', 'sostegno allattivit didattica delle scuole', 'attivit per le famiglie in collaborazione con l ecomuseo del lagorai']","['attivit per famiglie in collaborazione con l ecomuseo del lagorai', 'laboratori e attivit per famiglie', 'sostegno all attivit didattica delle scuole']"
130,26,58,4,"['politiche tariffarie bando family help', 'politiche tariffarie buoni di servizio', 'area servizi alla persona e alla famiglia refezione scolastica', 'area servizi alla persona e alla famiglia trasporto scolastico']","['area servizi alla persona e alla famgilia sal', 'politiche tariffarie s a l']"
646,196,69,3,"['laboratori didattici', 'laboratori creativi', 'corso di ago e filo']","['laboratori didattici', 'laboratori creativi', 'corso di ago e filo']"
80,16,46,3,"['informazione e comunicazione', 'raccolta del livello di gradimento delle famiglie', 'strumenti di partecipazione']","['strumenti di raccolta del livello di gradimento delle famiglie', 'informazione e comunicazione', 'strumenti di partecipazione']"
243,51,73,3,['sportello famiglia'],['famiglia e sport']
518,108,110,3,"['servizi alla prima infanzia', 'servizi alle famiglie con bambini anni asilo nido', 'spazio gioco']","['servizi alla prima infanzia spazi aggregativi', 'spazio giochi', 'servizi alle famiglie con bambini anni iniziative attive']"
410,68,63,3,"['manifesto comunicazione non ostile', 'comunit educante']","['manifesto comunicazione ostile', 'comunit educante']"
490,90,110,3,"['centro servizi anziani', 'area servizi alla persona e alla famiglia anziani']","['centro servizi anziani', 'area servizi alla persona e alla famiglia anziani']"
252,52,75,3,"['progetto giovani educatori per ridurre il divario digitale', 'incontri e scambio intergenerazionale', 'organizzazione di un corso di alfabetizzazione informatica']","['corsi denominati progetto giovani educatori per ridurre il divario digitale', 'incontri e scambio intergenerazionale', 'organizzazione di un corso di alfabetizzazione informatica']"
97,18,8,3,['tavolo distretto famiglia val rendena'],['eventi distretto famiglia val rendena']
317,58,63,3,"['impegno civico nei giovani', 'comunit educante']","['impegno civico nei giovani', 'comunit educante']"
270,54,90,3,"['servizio nuove forme di povert', 'iniziative per giovani adulti anziani progetto benessere familiare']","['iniziative per giovani adulti anziani progetto anziani invernale', 'servizio nuove forme di povert']"
96,18,3,3,"['adeguamento al nuovo disciplinare family in trentino', 'adeguamento al nuovo disciplinare family in trentino per la categoria comuni']",['adeguamento al nuovo disciplinare family in trentino']
521,108,131,3,"['infrastrutture e progetti realizzati', 'servizi alla prima infanzia asilo nido']","['servizi alla prima infanzia parchi giochi', 'infrastrutture e progetti realizzati']"
59,9,196,3,['progetto collaborare per i giovani'],['progetto collaborare per i giovani']
529,110,9,3,"['gruppo di auto mutuo aiuto tra genitori', 'dalla mangiatoia alla culla', 'progetto famiglie presente un idea semplice sostenersi a vicenda']","['gruppo di auto mutuo aiuto tra genitori', 'dalla mangiatoia alla culla', 'progetto famiglie presente un idea semplice sostenersi a vicenda']"
294,56,68,3,"['collaborazione con l associazione apicoltori solandri', 'iniziativa m illumino di meno', 'adesione a m illumino di meno']","['m illumino di meno', 'collaborazione con l associazione val di sole antica']"
50,9,40,3,['punto internet gratuito e possibilit di connettersi con wifi'],['servizi specifici punto internet gratuito e possibilita di connettersi con wifi']
382,65,75,3,"['centro di servizi assistenziali e sanitari', 'attivita territoriali festa degli alberi', 'festa degli anziani']","['attivita territoriali festa degli anziani', 'centro di servizi assistenziali e sanitari', 'festa degli anziani']"
386,65,113,3,"['manifestazione giochi destate', 'manifestazione giochi d estate', 'servizi alla persona centri socio culturali']","['servizi alla persona centri invernali', 'manifestazione giochi d estate']"
305,57,28,3,"['servizio spiagge sicure lago di lagolo', 'spiagge sicure', 'servizio spiagge sicure lagolo']",['servizio spiagge sicure']
571,114,120,3,['ambiente qualit della vita sicurezza infrastrutture family'],['ambiente qualit della vita sicurezza infrastrutture family']
282,55,70,3,"['ginnastica dolce nordic walking soggiorni al mare', 'ginnastica dolce soggiorni al mare']",['ginnastica dolce soggiorni al mare']
562,113,116,3,"['servizi alle famiglie', 'punto lettura']","['servizi alle famiglie', 'punto lettura']"
392,66,68,3,"['ambiente e qualit della vita socializzazione ambiente tradizione e cultura', 'palazzi aperti', 'socializzazione ambiente tradizione e cultura']","['palazzi aperti', 'socializzazione ambiente tradizione e cultura']"
278,54,196,3,"['educazione alla parit di genere alla pace e agli stili di vita sani', 'mini abib per bambini mesi con un adulto angolo morbido']","['educazione alla parit di genere alla pace e agli stili di vita sani', 'mini abib angolo morbido per bambini di mesi con un adulto']"
277,54,116,3,['realizzazione da parte della biblioteca comunale di bibliografie specifiche riservate a genitori ed educatori su tematiche socio educative'],['realizzazione da parte della biblioteca comunale di una bibliografia riservata a genitori ed educatori su tematiche socio educative']
61,11,9,3,['piano giovani di zona'],['promozione piano giovani']
82,16,54,3,"['consulta dei genitori', 'attivit di formazione e sostegno alla genitoriali']","['formazione e sostegno alla genitorialit', 'consulta dei genitori']"
585,117,131,3,"['servizio gratuito di ricarica per e bike', 'percorsi di accesso che favoriscono l autonomia dei bambini e dei ragazzi', 'rendere gli spazi sicuri e a misura di famiglia']","['servizio gratuito di ricarica per e bike', 'percorsi di accesso a parchi giardini scuole che favoriscono l autonomia dei bambini e dei ragazzi', 'spazi sicuri e a misura di famiglia']"
92,17,16,3,"['progetto destinazione famiglia', 'programmazione e verifica', 'consultazione delle famiglie']","['progetto destinazione famiglia', 'programmazione e verifica', 'consultazione delle famiglie']"
63,11,28,3,['il piano giovani'],['il piano giovani']
314,58,5,3,['progetto per l accompagnamento all occupabilita attraverso lavori socialmente utili'],['progetto per l accompagnamento all occupabilita attraverso lavori socialmente utili']
401,68,23,3,['civica scuola musicale riccardo zandonai'],['civica scuola musicale riccardo zandonai e agevolazioni']
39,8,51,3,"['materiale promozionale informativo family', 'strumenti per la raccolta del livello di gradimento delle famiglie']","['materiale promozionale informativo family', 'strumenti per la raccolta del livello di gradimento dalle famiglie']"
149,28,51,3,['collaborazione con istituto comprensivo valle dei laghi dro'],['collaborazione con istituto comprensivo valle dei laghi dro']
246,51,121,3,['spazio ascolto'],['spazio ascolto']
333,62,18,3,"['tavolo delle politiche giovanili', 'progettare eventi di sensibilizzazione dell essere cittadini', 'progettare eventi di sensibilizzazione dellessere cittadini coinvolgendo i giovani']","['tavolo delle politiche giovanili', 'progettare eventi di sensibilizzazione dellessere cittadini coinvolgendo i giovani']"
620,134,110,3,['parcheggi rosa'],['parcheggi rosa']
236,46,196,3,"['interventi e servizi di carattere didattico educativo', 'strumenti di comunicazione']","['interventi e servizi di carattere didattico educativo', 'strumenti di comunicazione']"
7,1,20,3,['family card'],['family card']
455,75,52,3,"['momenti di incontro e scambio tra generazioni', 'progetto giovani educatori', 'centro multimediale presso casa de gentili']","['promozione di momenti di incontro scambio tra generazioni', 'progetto giovani educatori', 'centro multimediale presso casa de gentili']"
601,127,113,3,"['interventi a sostegno della conciliazione dei tempi famiglia lavoro territorio', 'conciliazione tempi lavoro e famiglia']","['interventi a sostegno della conciliazione dei tempi famiglia lavoro territorio', 'servizi di conciliazione dei tempi lavoro famiglia']"
602,131,9,3,['progetto ospitalit diffusa'],['ospitalit diffusa']
501,97,52,3,['promozione attivit e incontri tra generazioni'],['promozione di momenti di incontro scambio tra generazioni']
462,75,196,3,"['progetti de la storia siamo noi', 'la storia siamo noi', 'biblioteca nonni e nipoti']","['la storia siamo noi', 'biblioteca e i piccoli']"
126,26,24,3,"['servizio di trasporto scolastico', 'agevolazioni per servizi di conciliazione']","['agevolazioni per i servizi', 'trasporto scolastico']"
547,113,1,3,"['interventi a sostegno della conciliazione dei tempi famiglia lavoro', 'interventi a sostegno della conciliazione dei tempi progetto girotondo', 'interventi a sostegno della conciliazione dei tempi progetto di animazione']",['interventi a sostegno della conciliazione dei tempi famiglia lavoro']
177,29,58,3,"['iniziative per giovani adulti anziani universit della terza et', 'progetto sociale azione', 'sostegno alle associazioni']","['iniziative per giovani adulti anziani azione', 'sostegno all occupazione', 'progetto sociale azione']"
352,64,1,3,['interventi a sostegno della conciliazione dei tempi famiglia lavoro'],['interventi a sostegno della conciliazione dei tempi famiglia lavoro']
471,89,9,3,['evento formativo e informativo sul tema della ludopatia'],['evento formativo e informativo sul tema della ludopatia e della violenza di genere']
656,196,121,3,['punto di ascolto psicologico'],['punto d ascolto psicologico']
131,26,64,3,"['fotocopie per uso scolastico', 'servizi colonia estiva la bussola', 'contributi scuole materne equiparate']","['scuole materne equiparate', 'colonia estiva la bussola', 'fotocopie per uso scolastico']"
474,89,52,3,"['incontri e momenti formativi', 'eventi formativi ed informativi', 'serate informative finalizzate alluso corretto delle nuove tecnologie informatiche']","['incontri e momenti formativi', 'eventi formativi ed informativi', 'serate informative sull uso corretto delle nuove tecnologie informatiche']"
3,1,8,3,"['adesione alla family card del trentino', 'promozione dei marchi family']","['adesione alla family card del trentino', 'partecipazione promozione eventi family']"
165,29,18,3,"['concessione spazi', 'concessione gratuita sale', 'sala prove musicale']","['concessione spazi', 'concessione gratuita sale', 'sala prove musicale']"
74,16,8,3,"['raccordo con le famiglie e loro aggregazione', 'serata family']","['raccordo con le famiglie e loro aggregazione', 'serata family']"
479,89,64,3,['compartecipazione interventi di promozione sociale dipendenze patologiche'],['compartecipazione agli interventi di promozione sociale famiglia']
139,26,121,3,"['area servizi alla persona e alla famiglia regolamento accesso ai servizi educativi', 'area servizi alla persona e alla famiglia servizio di refezione scolastica', 'area servizi alla persona e alla famiglia servizio di trasporto scolastico']",['area servizi alla persona e alla famiglia potenziamento del servizio affidi']
159,28,108,3,['servizio di asilo nido'],['servizio di asilo nido']
141,28,5,3,"['convenzioni con gli esercizi commerciali', 'agevolazione per i servizi tariffe contributi']","['convenzioni con esercizi commerciali', 'agevolazione per i servizi tariffe contributi']"
153,28,64,3,"['agevolazioni per i servizi', 'e agevolazioni per i servizi']",['f servizi per i giovani']
486,90,77,3,"['servizio di assistenza domiciliare anziani', 'assistenza domiciliare', 'servizio assistenza per anziani']","['servizio di assistenza domiciliare anziani', 'assistenza domiciliare']"
73,16,3,3,"['patto educativo con il territorio', 'conciliazione tempi lavoro e famiglia']","['patto educativo con il territorio', 'conciliazione tempi lavoro e famiglia']"
75,16,9,3,"['consulte frazionali', 'rafforzare le competenze delle famiglie locali e linformazione su servizi ed opportunit esistenti', 'tavolo infanzia']","['consulte frazionali', 'rafforzare le competenze della famiglia e le informazioni sui servizi esistenti', 'tavolo infanzia']"
631,196,28,3,"['attivit organizzate per bambini', 'attivit progetti per bambini e ragazzi']",['attivit organizzate per bambini e ragazzi']
113,23,5,3,['sostegno all associazionismo attento alla dimensione familiare'],['sostegno allassociazionismo attento alla dimensione familiare']
108,21,31,3,"['contributo residenza giovani coppie', 'contributo al canone di locazione']","['contributo residenza giovani coppie', 'contributo al canone di locazione']"
30,5,18,3,"['nuovo regolamento per i contributi alle associazioni', 'approvazione del nuovo regolamento per i contributi alle associazioni']",['approvazione regolamento per i contributi alle associazioni']
556,113,68,3,"['servizi alle famiglie con figli anni scuola materna estiva', 'servizi alle famiglie con figli da a anni scuola materna attivit straordinarie']",['servizi alle famiglie con figli anni scuola materna attivit straordinarie']
233,46,110,3,"['sostegno all auto organizzazione delle famiglie materiale divulgativo', 'newsletter intrecci in citta']","['sostegno all auto organizzazione delle famiglie', 'rete intrecci in citta']"
516,108,90,3,"['servizi per l infanzia', 'servizi per linfanzia']",['servizi per gli anziani']
29,5,16,3,['sistemi premianti'],['sistemi premianti']
363,64,68,3,"['servizi alle famiglie con figli anni scuola elementare attivit straordinarie', 'fiabe animate animazione laboratori', 'dona un libro']","['servizi alle famiglie con figli anni scuola elementare attivit straordinarie', 'fiabe animate animazione laboratori', 'dona un libro']"
324,58,75,3,['accoglienza di studenti stagisti'],['accoglienza studenti stagisti']
23,3,55,3,['progetto benessere famigliare'],['progetto benessere famigliare']
301,56,114,3,['ambiente qualit della vita sicurezza infrastrutture family'],['ambiente qualit della vita sicurezza infrastrutture family']
198,30,29,3,"['contributi ai nuovi nati', 'c', 'comunit educante']","['contributi ad enti pubblici', 'c', 'comunit educante']"
433,70,57,3,"['servizio spiagge sicure lagolo', 'pianificazione urbanistica', 'sviluppo politiche sportive']","['servizio spiagge sicure lagolo', 'pianificazione urbanistica', 'sviluppo politiche sportive']"
20,3,16,3,"['progetto distretto famiglia', 'area conciliazione famiglia lavoro organizzazioni convegno famiglia lavoro welfare']","['progetto destinazione famiglia', 'area conciliazione famiglia lavoro convegno famiglia lavoro welfare']"
326,58,90,3,"['lavori socialmente utili', 'servizi ausiliari di tipo sociale', 'integrazione']","['lavori socialmente utili intervento', 'servizi ausiliari di tipo sociale', 'integrazione']"
361,64,62,3,"['da giovani a cittadini', 'comitato o consulta dei giovani', 'locali per i giovani']","['incontri per giovani', 'da giovani a cittadini', 'comitato o consulta dei giovani']"
214,37,23,3,['fornitura legna'],['fornitura legna']
213,30,196,3,"['coccole di carta regalo di un libro ai bambini nati negli anni', 'timbralibro', 'coccole di carta regalo di un libro ai bambini nati nell anno']","['timbralibro', 'coccole di carta regalo di un libro ai bambini nati nell anno']"
199,30,37,3,"['contributo nuovi nati', 'contributo ai nuovi nati', 'contributi economici alle famiglie per l acquisto di beni o altro']","['contributi economici alle famiglie per acquisto di beni o altro', 'contributo nuovi nati']"
537,110,89,3,['club di ecologia familiare'],['club di ecologia familiare']
19,3,12,3,['distretto famiglia'],['distretto famiglia']
448,73,66,3,['ciaspole e sci alpinismo'],['ciaspole e sci alpinismo']
372,64,120,2,['welfare territoriale e servizi alle famiglie'],['welfare territoriale e servizi alle famiglie']
541,110,113,2,"['servizi integrativi alla prima infanzia', 'mensa scolastica']","['servizi integrativi alla prima infanzia', 'mensa scolastica']"
367,64,108,2,"['servizio educativo di continuit khlummane lustege tritt', 'servizio scuola dellinfanzia anni']","['servizio educativo di continuit khlummane lustege tritt', 'servizio scuola dell infanzia anni']"
542,110,114,2,"['saletta famiglie', 'biblioteca spazio allattamento']","['saletta delle famiglie', 'spazio allattamento']"
536,110,88,2,['spazio neutro'],['spazio neutro']
350,63,89,2,['progetto benessere scuola famiglia'],['progetto benessere scuola famiglia']
538,110,90,2,"['progetto anziani', 'circolo anziani']","['progetto anziani invernale', 'circolo anziani']"
530,110,57,2,"['fruizione di sala pubblica per compleanni bambini', 'sala pubblica per feste di compleanno di bambini']",['fruizione di sala pubblica per compleanni ai bambini']
535,110,85,2,"['spazio neomamma', 'antenne di rete']","['famiglie antenne di rete', 'spazio neomamma']"
540,110,109,2,"['servizi integrativi per la prima infanzia spazi genitori bambini', 'servizi integrativi per la prima infanzia']",['servizi integrativi per la prima infanzia']
534,110,82,2,"['caff alzheimer', 'area servizi alla persona e alla famiglia anziani']","['alzheimer caff', 'area servizi alla persona e alla famiglia sostegno alla disabilit']"
637,196,58,2,"['progetti a sostegno dei giovani', 'accoglienza studenti e stagisti']","['accoglienza studenti stagisti', 'progetti a sostegno dei giovani']"
148,28,37,2,['fornitura legna'],['fornitura legna']
528,110,8,2,['raccordo con le famiglie e loro aggregazione'],['raccordo con le famiglie e loro aggregazione']
458,75,69,2,['riscoperta antichi mestieri'],['riscoperta degli antichi mestieri']
436,70,68,2,"['area cultura sport e qualit della vita', 'piccoli musei in rete']","['area cultura sport e qualit della vita', 'piccoli musei in rete']"
439,70,131,2,"['ambiente e qualit della vita', 'area urbanistica e ambiente il parco delle famiglie']","['ambiente e qualit della vita', 'area urbanistica e ambiente il parco delle famiglie']"
440,70,135,2,"['passeggiata family in arboreto', 'parco naturale locale del monte baldo']","['parco naturale locale del monte baldo', 'cartina passeggiate family']"
13,1,89,2,"['adesione ai servizi sovracomunali evento formativo sui sistemi premianti', 'adesione ai servizi sovracomunali trentino family friendly']","['adesione ai servizi sovracomunali evento formativo e informativo sul gioco dazzardo', 'adesione ai servizi sovracomunali dipende da noi']"
508,103,9,2,['marchio grumes citt slow'],['grumes citt slow']
11,1,51,2,['momenti formativi informativi'],['momenti formativi informativi']
505,97,63,2,['comunit educante'],['comunit educante']
9,1,29,2,['attivit di sensibilizzazione'],['sensibilizzazione attivita commerciali']
465,82,51,2,"['amministratore di sostegno', 'sostegno al progetto amministratore di sostegno']",['sportello amministratore di sostegno']
513,108,30,2,['nido d infanzia'],['tariffe nido d infanzia']
466,82,56,2,"['attivit di sensibilizzazione autismo', 'attivita di sensibilizzazione disabilit']",['attivita di sensibilizzazione']
468,82,110,2,['progetto comunita amica delle persone con demenza'],['progetto comunita amica della persona con demenza']
495,92,23,2,"['iniziative per favorire lintegrazione delle famiglie straniere', 'iniziative per favorire l integrazione della famiglie straniere']",['iniziative per favorire l integrazione delle famiglie straniere']
478,89,63,2,['comunit educante'],['comunit educante']
494,90,196,2,"['interventi di promozione sociale', 'interventi di promozione sociale interventi per gli anziani']",['interventi di promozione sociale accoglienza minori']
483,90,57,2,"['intervento per supporto e sostegno alle persone anziane', 'intervento per supporto e sostengo alle persone anziane']",['intervento d per supporto alle persone anziane']
492,90,121,2,"['consegna farmaci a domicilio', 'iniziative per gli anziani trasporto sociale e prelievi ematici a domicilio']","['consegna farmaci a domicilio', 'iniziative per gli anziani trasporto sociale e prelievi ematici a domicilio']"
487,90,78,2,['soggiorno termale e o climatico per la terza et'],['soggiorno termale e o climatico per la terza et']
511,103,117,2,['pefc trentino'],['trentino pedala']
